MAG_ID	Completeness	Contamination	Contigs_num	tRNA_num	rRNA_num	Quality
F5606_bin_37	64.16	3.58	553	18	1	Medium-quality
F5642_bin_3	64.16	1.29	332	15	0	Medium-quality
BL-unmapped_bin_255	64.18	2	759	34	0	Medium-quality
Tibetan-s1400-30F_bin_17	64.18	1.34	212	31	0	Medium-quality
F5300_bin_32	64.19	0.39	371	12	0	Medium-quality
F5176_bin_6	64.2	0.35	431	21	5	Medium-quality
F5323_bin_44	64.2	0.74	332	20	0	Medium-quality
F5571_bin_11	64.21	0.28	234	17	0	Medium-quality
S21104A_bin_18	64.21	1.4	285	11	0	Medium-quality
F4983_bin_56	64.23	0	128	15	0	Medium-quality
F5525_bin_14	64.23	0.89	419	21	1	Medium-quality
S142704A_bin_33	64.23	1.3	470	16	1	Medium-quality
C4936_bin_15	64.24	0.72	191	23	1	Medium-quality
F4905_bin_29	64.24	2.59	457	18	0	Medium-quality
Tibetan-s1400-38F_bin_18	64.24	0.17	173	42	0	Medium-quality
F4981_bin_51	64.25	4.59	343	14	0	Medium-quality
F5510_bin_9	64.25	4.19	1044	10	1	Medium-quality
LW2-s127152_bin_36	64.25	2.17	252	26	0	Medium-quality
W4950_bin_4	64.25	3.58	457	50	3	Medium-quality
Boar-s4_bin_24	64.27	0.62	512	22	0	Medium-quality
F4724_bin_49	64.29	3.17	341	35	0	Medium-quality
F5355_bin_23	64.29	0.81	558	8	2	Medium-quality
S46608A_bin_8	64.29	0	306	19	0	Medium-quality
F5298_bin_7	64.3	0.91	374	19	2	Medium-quality
Duroc.SH-FCR.HM3_bin_17	64.31	1.51	393	19	0	Medium-quality
F5533_bin_12	64.31	3.58	635	5	0	Medium-quality
F5163_bin_30	64.34	0	270	22	0	Medium-quality
F4987_bin_48	64.35	0.81	214	27	0	Medium-quality
S53008A_bin_55	64.35	1.14	415	14	0	Medium-quality
F5123_bin_33	64.36	4.55	70	23	0	Medium-quality
QHF6-unmapped_bin_621	64.36	1.21	107	24	1	Medium-quality
F5111_bin_43	64.37	1.25	296	9	1	Medium-quality
S127906B_bin_34	64.39	3.54	502	19	2	Medium-quality
Tibetan-s3480-16M_bin_13	64.41	4.52	413	21	1	Medium-quality
F4901_bin_12	64.42	0	348	13	1	Medium-quality
QHF6-unmapped_bin_334	64.42	0	343	13	0	Medium-quality
W4930_bin_50	64.42	1.72	481	24	1	Medium-quality
F5386_bin_28	64.43	0	328	24	0	Medium-quality
LW2-s126610_bin_42	64.43	0.67	41	35	1	Medium-quality
F5385_bin_31	64.44	3.49	386	24	0	Medium-quality
F5604_bin_61	64.44	3.88	297	15	0	Medium-quality
BL-unmapped_bin_386	64.45	4.36	304	12	0	Medium-quality
F5309_bin_13	64.48	1.34	279	10	1	Medium-quality
F5028_bin_10	64.49	1.62	462	19	0	Medium-quality
F5640_bin_60	64.5	1.34	332	22	0	Medium-quality
QHF6-unmapped_bin_712	64.51	1.04	300	27	0	Medium-quality
Tibetan-s3800-18M_bin_5	64.51	0	13	45	3	Medium-quality
F5111_bin_27	64.53	0.89	364	12	0	Medium-quality
F5440_bin_38	64.53	0.93	8	44	4	Medium-quality
F5472_bin_4	64.53	0.85	22	49	9	Medium-quality
QHF6-unmapped_bin_707	64.54	0.15	262	10	0	Medium-quality
F4908_bin_6	64.55	0.91	391	17	2	Medium-quality
QHF6-unmapped_bin_755	64.55	3.64	176	27	0	Medium-quality
F4962_bin_51	64.56	1.73	273	26	0	Medium-quality
S28902A_bin_9	64.57	4.64	746	17	2	Medium-quality
C5071_bin_12	64.58	3.34	764	34	0	Medium-quality
F5014_bin_36	64.58	2.19	289	11	0	Medium-quality
F5417_bin_30	64.58	0.56	276	19	1	Medium-quality
S133204A_bin_41	64.58	0.31	307	11	0	Medium-quality
F4580_bin_25	64.59	0.17	269	10	1	Medium-quality
LW1-s150761_bin_11	64.59	0.27	546	19	0	Medium-quality
S38404A_bin_90	64.61	0	71	26	0	Medium-quality
S95006B_bin_12	64.61	3.14	480	14	1	Medium-quality
S136810B_bin_8	64.64	1.72	341	12	0	Medium-quality
F5061_bin_37	64.65	3.36	442	0	0	Medium-quality
F5138_bin_72	64.66	0	388	7	0	Medium-quality
LW1-s151714_bin_12	64.66	0.73	230	28	2	Medium-quality
QHF6-unmapped_bin_650	64.67	1.23	186	23	0	Medium-quality
S50506B_bin_46	64.68	4.99	509	10	1	Medium-quality
C5071_bin_6	64.69	0.85	468	16	0	Medium-quality
F4997_bin_12	64.69	2.37	841	27	2	Medium-quality
LW2-s126575_bin_48	64.69	2.94	731	26	0	Medium-quality
LW2-s127575_bin_38	64.69	1.83	270	21	0	Medium-quality
S93310B_bin_21	64.69	1.73	632	21	0	Medium-quality
F5403_bin_46	64.71	0.28	397	23	0	Medium-quality
F5457_bin_18	64.71	4.55	735	21	3	Medium-quality
F4888_bin_40	64.72	0.34	390	14	0	Medium-quality
F5155_bin_65	64.72	3.58	373	3	0	Medium-quality
QHF6-unmapped_bin_719	64.72	1.17	96	26	0	Medium-quality
Duroc-High1_bin_26	64.73	0.28	182	17	0	Medium-quality
F5574_bin_17	64.74	0.99	284	38	0	Medium-quality
F5208_bin_50	64.75	0.39	380	16	1	Medium-quality
F4844_bin_46	64.76	2.76	564	30	14	Medium-quality
F4997_bin_19	64.76	0	230	12	0	Medium-quality
Duroc-High8_bin_34	64.77	1.71	314	28	0	Medium-quality
F4981_bin_1	64.79	3.14	459	22	0	Medium-quality
F5186_bin_21	64.79	0.67	319	27	0	Medium-quality
QHF6-unmapped_bin_534	64.79	1.18	204	9	0	Medium-quality
F4706_bin_36	64.8	0.7	49	23	1	Medium-quality
F5299_bin_77	64.8	0	397	25	1	Medium-quality
F5511_bin_29	64.8	0	295	28	2	Medium-quality
Duroc-Low8_bin_44	64.81	0.16	396	32	3	Medium-quality
F4726_bin_66	64.81	0	449	8	2	Medium-quality
F4983_bin_43	64.81	4.31	411	15	2	Medium-quality
F4997_bin_14	64.81	3.45	701	13	0	Medium-quality
F5250_bin_50	64.82	2.85	427	14	0	Medium-quality
F5525_bin_3	64.82	0	362	28	2	Medium-quality
Boar-s8_bin_53	64.83	0.67	31	41	0	Medium-quality
Duroc-Low1_bin_1	64.84	1.14	332	24	1	Medium-quality
Duroc-Low5_bin_21	64.84	0	439	27	0	Medium-quality
F5224_bin_73	64.84	1.3	243	23	0	Medium-quality
F5610_bin_48	64.85	1.72	277	26	0	Medium-quality
S75706B_bin_31	64.85	0.56	435	8	0	Medium-quality
BL-unmapped_bin_262	64.86	3.37	221	10	0	Medium-quality
Boar-s8_bin_3	64.87	0.97	412	16	0	Medium-quality
F5487_bin_49	64.87	2.8	73	21	1	Medium-quality
F5256_bin_32	64.88	2.85	281	29	1	Medium-quality
F5457_bin_3	64.88	1.96	327	14	1	Medium-quality
F4840_bin_26	64.89	2.25	61	38	2	Medium-quality
F5290_bin_52	64.89	0.16	299	32	1	Medium-quality
F4842_bin_6	64.9	4.69	928	59	2	Medium-quality
BL-unmapped_bin_186	64.91	0	247	12	0	Medium-quality
BL-unmapped_bin_329	64.91	2.51	430	7	0	Medium-quality
BL-unmapped_bin_369	64.91	0	256	5	0	Medium-quality
C4974_bin_39	64.91	0	411	16	1	Medium-quality
Duroc-High6_bin_51	64.91	3.43	553	19	0	Medium-quality
F4960_bin_70	64.91	0.88	56	15	0	Medium-quality
F4976_bin_26	64.91	4.39	517	34	2	Medium-quality
F5239_bin_6	64.91	1.75	215	23	0	Medium-quality
QHF6-unmapped_bin_149	64.91	0	63	11	0	Medium-quality
QHF6-unmapped_bin_513	64.91	2.63	263	26	0	Medium-quality
QHF6-unmapped_bin_692	64.91	1.75	61	10	0	Medium-quality
F4840_bin_15	64.92	0.68	200	21	1	Medium-quality
QHF6-unmapped_bin_207	64.94	0	181	16	0	Medium-quality
S57008B_bin_30	64.94	3.86	483	20	2	Medium-quality
F4724_bin_70	64.95	2.82	439	10	0	Medium-quality
F4969_bin_48	64.96	1.81	234	14	0	Medium-quality
F5502_bin_51	64.96	3.92	622	21	0	Medium-quality
BL-unmapped_bin_440	64.97	0.84	198	13	0	Medium-quality
QHF6-unmapped_bin_736	64.97	0	196	19	0	Medium-quality
F4962_bin_5	64.98	0	227	27	0	Medium-quality
F4665_bin_17	64.99	2.39	372	21	0	Medium-quality
S108604B_bin_27	64.99	1.43	389	21	0	Medium-quality
QHF6-unmapped_bin_101	65	0.67	179	21	0	Medium-quality
S71402B_bin_42	65	3.02	403	18	0	Medium-quality
S107802B_bin_48	65.02	2.68	420	20	0	Medium-quality
F4552_bin_20	65.03	0.67	342	18	1	Medium-quality
F5224_bin_19	65.03	0.82	271	14	1	Medium-quality
F5205_bin_34	65.04	1.4	245	11	1	Medium-quality
BL-unmapped_bin_379	65.05	4.78	243	8	1	Medium-quality
F5594_bin_4	65.06	0	383	21	0	Medium-quality
S93310B_bin_4	65.06	1.9	363	12	0	Medium-quality
F4958_bin_56	65.07	3.42	434	22	0	Medium-quality
F5490_bin_23	65.07	3.64	700	26	0	Medium-quality
QHF6-unmapped_bin_523	65.07	3.51	203	21	0	Medium-quality
F4903_bin_13	65.08	4.73	614	27	1	Medium-quality
C4978_bin_23	65.09	1.08	318	20	1	Medium-quality
F4556_bin_41	65.13	1.14	670	21	0	Medium-quality
QHF6-unmapped_bin_727	65.13	0	151	18	0	Medium-quality
F5106_bin_11	65.15	1.66	332	16	0	Medium-quality
F4924_bin_36	65.16	4.36	652	25	0	Medium-quality
F4659_bin_31	65.17	0.56	34	14	0	Medium-quality
F5343_bin_23	65.17	0	599	13	1	Medium-quality
Tibetan-s3800-53F_bin_35	65.17	0.56	210	29	2	Medium-quality
BL-unmapped_bin_36	65.18	0.67	140	11	1	Medium-quality
F4924_bin_27	65.19	1.53	360	23	1	Medium-quality
S124310A_bin_49	65.2	0.97	334	19	0	Medium-quality
BL-unmapped_bin_256	65.21	4.7	459	18	0	Medium-quality
F4922_bin_55	65.21	3.23	632	7	1	Medium-quality
F5498_bin_11	65.21	0.39	338	17	0	Medium-quality
S72204A_bin_3	65.21	1.56	303	26	2	Medium-quality
Tibetan-s1400-30F_bin_18	65.22	2.25	398	21	0	Medium-quality
BL-unmapped_bin_254	65.23	1.72	206	3	0	Medium-quality
QHF6-unmapped_bin_530	65.23	0	216	23	0	Medium-quality
QHF6-unmapped_bin_696	65.23	3.51	351	24	0	Medium-quality
F4924_bin_22	65.25	2.12	575	29	0	Medium-quality
F5114_bin_54	65.25	0	115	21	0	Medium-quality
F5404_bin_57	65.25	0.94	94	23	0	Medium-quality
QHF6-unmapped_bin_445	65.25	4.44	146	12	0	Medium-quality
S133506B_bin_49	65.25	4.31	397	15	0	Medium-quality
F5111_bin_3	65.26	3.45	629	20	1	Medium-quality
Duroc-Low4_bin_56	65.27	0	369	36	0	Medium-quality
F4331_bin_21	65.29	0.89	523	13	0	Medium-quality
QHF6-unmapped_bin_177	65.29	0.67	159	21	0	Medium-quality
S93310B_bin_20	65.29	0.57	285	24	6	Medium-quality
F5302_bin_39	65.31	3.45	683	34	1	Medium-quality
F5449_bin_16	65.31	1.89	298	19	0	Medium-quality
F4936_bin_38	65.33	2.67	193	29	1	Medium-quality
F5347_bin_34	65.33	1.33	85	20	1	Medium-quality
S72204A_bin_27	65.35	0	495	16	0	Medium-quality
Tibetan-s3800-19M_bin_14	65.36	1.14	224	23	0	Medium-quality
F5299_bin_78	65.37	2.16	361	27	10	Medium-quality
C4950_bin_30	65.39	1.7	438	15	0	Medium-quality
QHF6-unmapped_bin_212	65.39	1.01	297	18	0	Medium-quality
Boar-s11_bin_16	65.42	1.03	439	13	1	Medium-quality
Duroc-High6_bin_64	65.43	0.73	410	22	1	Medium-quality
W4950_bin_3	65.43	0.09	191	19	0	Medium-quality
Duroc.SH-FCR.LF5_bin_4	65.44	3.03	767	27	2	Medium-quality
F5136_bin_13	65.45	2.73	630	25	0	Medium-quality
F5186_bin_3	65.46	0.02	242	25	2	Medium-quality
Tibetan-s3800-19M_bin_22	65.46	2.42	135	24	2	Medium-quality
Duroc-Low6_bin_26	65.47	1.96	389	18	0	Medium-quality
F5224_bin_35	65.47	3.33	63	23	1	Medium-quality
F4706_bin_27	65.48	0.16	73	42	2	Medium-quality
QHF6-unmapped_bin_457	65.5	0	69	20	0	Medium-quality
S76602A_bin_7	65.51	3.55	443	24	1	Medium-quality
BL-unmapped_bin_353	65.52	0.86	311	18	1	Medium-quality
F4286_bin_30	65.52	0.69	374	19	0	Medium-quality
F4846_bin_37	65.52	2.75	645	30	2	Medium-quality
F4889_bin_21	65.52	1.89	320	10	0	Medium-quality
F4954_bin_70	65.52	0.86	189	19	0	Medium-quality
F5155_bin_23	65.52	1.51	549	21	0	Medium-quality
F5284_bin_13	65.52	0.86	278	32	1	Medium-quality
F5350_bin_15	65.52	0.86	236	28	0	Medium-quality
F5606_bin_41	65.52	4.31	317	22	0	Medium-quality
S41004A_bin_3	65.52	3.45	369	5	0	Medium-quality
Tibetan-s3800-18M_bin_16	65.52	0	78	33	0	Medium-quality
Tibetan-s1400-27M_bin_20	65.53	1.2	335	11	1	Medium-quality
F5313_bin_53	65.54	1.75	635	30	1	Medium-quality
F5629_bin_12	65.54	0	296	13	0	Medium-quality
F4286_bin_1	65.57	0.5	177	19	5	Medium-quality
F4704_bin_3	65.57	3.36	124	41	4	Medium-quality
S46608B_bin_27	65.57	0	319	23	0	Medium-quality
S63506A_bin_25	65.57	1.07	325	20	0	Medium-quality
Duroc-High5_bin_22	65.58	0	735	129	0	Medium-quality
Boar-s18_bin_7	65.59	0	13	34	0	Medium-quality
QHF6-unmapped_bin_239	65.6	0.9	269	20	1	Medium-quality
F4375_bin_27	65.62	0.17	188	6	0	Medium-quality
QHF6-unmapped_bin_372	65.62	0.34	284	15	0	Medium-quality
F5288_bin_45	65.63	0	236	7	0	Medium-quality
Laiwu-LwCeLe_bin_7	65.64	4.36	410	21	9	Medium-quality
S127906B_bin_25	65.66	0.67	253	22	0	Medium-quality
BL-unmapped_bin_65	65.67	0	175	29	0	Medium-quality
Laiwu-LwJeOb_bin_1	65.67	0	180	25	1	Medium-quality
F4657_bin_5	65.68	0.64	326	14	0	Medium-quality
F5113_bin_47	65.68	1.05	430	13	0	Medium-quality
S107802B_bin_20	65.68	3.81	712	20	1	Medium-quality
F5511_bin_26	65.69	1.34	285	25	2	Medium-quality
F4946_bin_26	65.7	0.67	207	9	0	Medium-quality
LW1-s151691_bin_13	65.7	0.83	525	23	2	Medium-quality
F5604_bin_7	65.71	0.68	299	39	0	Medium-quality
Tibetan-s3480-40M_bin_19	65.71	0.7	257	31	0	Medium-quality
S95006B_bin_40	65.72	3.36	300	25	1	Medium-quality
C5071_bin_39	65.73	1.12	58	19	0	Medium-quality
S127906A_bin_35	65.73	0.2	280	17	3	Medium-quality
S159812A_bin_18	65.73	0.56	250	32	0	Medium-quality
F5486_bin_66	65.75	1.57	166	22	0	Medium-quality
LW1-s151250_bin_24	65.76	1.82	602	8	0	Medium-quality
Boar-s18_bin_29	65.78	3.04	476	13	0	Medium-quality
BL-unmapped_bin_13	65.79	3.51	141	18	0	Medium-quality
BL-unmapped_bin_349	65.79	2.63	250	12	0	Medium-quality
F5309_bin_31	65.79	0	585	24	2	Medium-quality
LW2-s126610_bin_28	65.79	0	589	15	0	Medium-quality
F4552_bin_13	65.81	4.6	422	25	1	Medium-quality
F5399_bin_8	65.82	1.81	342	20	2	Medium-quality
C5071_bin_35	65.83	0.17	263	20	0	Medium-quality
F4460_bin_48	65.83	3.45	404	17	0	Medium-quality
F5450_bin_7	65.83	0.86	325	18	1	Medium-quality
W4978_bin_10	65.84	3.44	1281	26	1	Medium-quality
F5208_bin_35	65.85	2.6	688	18	0	Medium-quality
C5039_bin_49	65.86	1.72	454	35	1	Medium-quality
Boar-s2_bin_39	65.87	3.13	574	16	0	Medium-quality
C5042_bin_27	65.87	2.38	340	23	0	Medium-quality
F4724_bin_71	65.87	0.45	346	11	0	Medium-quality
F5138_bin_19	65.87	0.1	396	21	2	Medium-quality
S75706A_bin_51	65.88	1.9	232	20	0	Medium-quality
F5250_bin_56	65.89	2.79	135	6	0	Medium-quality
F5640_bin_19	65.89	0	331	26	0	Medium-quality
S95008B_bin_40	65.89	2.11	373	19	0	Medium-quality
F5302_bin_62	65.9	2.63	229	22	1	Medium-quality
F5370_bin_34	65.9	4.08	470	38	0	Medium-quality
S108604B_bin_24	65.9	1.16	338	34	0	Medium-quality
F4872_bin_6	65.92	4.4	725	10	0	Medium-quality
F5184_bin_60	65.93	0.24	99	29	1	Medium-quality
Boar-s14_bin_45	65.94	1.7	360	25	1	Medium-quality
F5018_bin_55	65.94	1.68	242	17	0	Medium-quality
F4903_bin_34	65.95	0.67	374	11	1	Medium-quality
F5084_bin_98	65.95	1.71	158	30	0	Medium-quality
S159812B_bin_3	65.95	0	387	12	0	Medium-quality
QHF6-unmapped_bin_109	65.96	1.75	183	9	0	Medium-quality
F4726_bin_3	65.98	0.67	370	29	2	Medium-quality
Duroc-Low4_bin_37	65.99	0.82	411	25	7	Medium-quality
F4960_bin_62	65.99	1.83	407	17	0	Medium-quality
F5176_bin_51	66	2.83	582	29	0	Medium-quality
Duroc.SH-FCR.HF4_bin_6	66.02	0.12	413	32	0	Medium-quality
S53008A_bin_62	66.02	3.02	420	17	0	Medium-quality
S124310A_bin_53	66.05	3.78	306	15	0	Medium-quality
S71402B_bin_4	66.06	1.01	422	11	1	Medium-quality
C4978_bin_9	66.07	2.81	511	22	0	Medium-quality
Tibetan-s3480-28F_bin_14	66.08	0	31	34	1	Medium-quality
F4901_bin_29	66.1	2.75	222	23	1	Medium-quality
F4726_bin_53	66.11	0.7	222	11	0	Medium-quality
F5309_bin_4	66.11	1.92	475	28	0	Medium-quality
F4372_bin_33	66.12	3.45	197	7	0	Medium-quality
S127906B_bin_8	66.13	0.2	314	11	1	Medium-quality
Boar-s7_bin_20	66.14	1.61	199	36	1	Medium-quality
QHF6-unmapped_bin_713	66.14	4.39	293	23	0	Medium-quality
W5021_bin_57	66.14	1.1	500	21	0	Medium-quality
F4978_bin_3	66.15	0.84	437	13	0	Medium-quality
Tibetan-s3480-16M_bin_23	66.15	0.91	686	21	1	Medium-quality
W5021_bin_80	66.15	1.7	146	17	0	Medium-quality
F4554_bin_20	66.19	4.38	706	19	0	Medium-quality
QHF6-unmapped_bin_102	66.19	1.83	54	13	0	Medium-quality
BL-unmapped_bin_276	66.22	2.47	331	22	2	Medium-quality
W5021_bin_92	66.23	0	270	20	1	Medium-quality
F5374_bin_24	66.24	0.02	229	14	3	Medium-quality
F4675_bin_36	66.25	2.22	493	26	0	Medium-quality
Laiwu-LwJeOb_bin_8	66.25	0.72	406	30	16	Medium-quality
S60108A_bin_13	66.26	1.34	275	36	0	Medium-quality
Duroc-Low4_bin_24	66.27	2.01	443	21	0	Medium-quality
F5309_bin_52	66.27	0	112	19	1	Medium-quality
F4840_bin_11	66.29	1.12	89	28	2	Medium-quality
F5589_bin_21	66.29	0.4	273	21	0	Medium-quality
QHF6-unmapped_bin_98	66.29	3.74	255	23	0	Medium-quality
F5352_bin_50	66.3	2.59	444	46	2	Medium-quality
F5356_bin_2	66.3	1.1	247	37	1	Medium-quality
F4894_bin_46	66.31	3.24	367	8	0	Medium-quality
S114106A_bin_4	66.31	3.97	426	17	2	Medium-quality
F5502_bin_28	66.34	1.33	57	16	1	Medium-quality
I5640_bin_22	66.35	0.79	430	19	0	Medium-quality
S76602A_bin_22	66.35	1.24	387	21	1	Medium-quality
Tibetan-s1004M_bin_3	66.36	1.3	508	33	0	Medium-quality
C4975_bin_56	66.37	3.37	47	19	0	Medium-quality
F4864_bin_34	66.38	0	479	18	0	Medium-quality
F4958_bin_26	66.38	0	177	43	1	Medium-quality
F4988_bin_47	66.38	0	314	17	1	Medium-quality
F5141_bin_24	66.38	0	278	10	0	Medium-quality
F5455_bin_13	66.38	0	276	20	0	Medium-quality
S127912B_bin_23	66.38	1.72	457	15	1	Medium-quality
S38404A_bin_1	66.38	0	458	24	0	Medium-quality
S6202B_bin_25	66.38	0.86	194	24	2	Medium-quality
S80312B_bin_44	66.38	0	502	33	0	Medium-quality
S95006B_bin_25	66.38	1.72	302	18	0	Medium-quality
Tibetan-s1400-2M_bin_14	66.38	1.72	284	27	0	Medium-quality
F5218_bin_16	66.39	1.22	382	18	0	Medium-quality
F4850_bin_18	66.41	2.62	446	14	2	Medium-quality
F5218_bin_36	66.42	0	399	28	4	Medium-quality
F5256_bin_34	66.43	1.75	274	23	0	Medium-quality
S101306A_bin_3	66.43	1.4	411	26	0	Medium-quality
Boar-s5_bin_16	66.44	0.67	528	30	4	Medium-quality
F5447_bin_46	66.45	0.19	332	18	0	Medium-quality
F4958_bin_13	66.46	3.65	339	23	0	Medium-quality
F5157_bin_41	66.48	4.43	548	63	1	Medium-quality
Tibetan-s3480-16M_bin_16	66.48	2.79	381	23	0	Medium-quality
F5179_bin_2	66.51	4.3	549	41	7	Medium-quality
Duroc.SH-FCR.LF3_bin_15	66.52	0.81	311	38	1	Medium-quality
F5450_bin_3	66.52	3.75	601	16	0	Medium-quality
S60108A_bin_40	66.52	2.29	453	14	1	Medium-quality
Duroc-Low7_bin_9	66.54	1.01	435	26	0	Medium-quality
F5100_bin_31	66.54	2.96	599	21	1	Medium-quality
F5332_bin_31	66.55	0	246	21	0	Medium-quality
QHF6-unmapped_bin_3	66.55	1.33	154	17	0	Medium-quality
F5575_bin_47	66.56	1.12	56	17	0	Medium-quality
F4973_bin_30	66.57	0	304	16	0	Medium-quality
F5141_bin_55	66.58	2.95	318	15	0	Medium-quality
F5487_bin_7	66.59	1.27	713	12	0	Medium-quality
F5641_bin_22	66.6	0	45	39	1	Medium-quality
S41004B_bin_66	66.6	0	143	47	0	Medium-quality
S159812A_bin_40	66.61	0.99	415	15	0	Medium-quality
F5260_bin_58	66.64	1.08	303	20	0	Medium-quality
F5502_bin_41	66.66	2.43	531	13	0	Medium-quality
Boar-s14_bin_26	66.67	0	296	15	0	Medium-quality
F5125_bin_25	66.67	3.51	311	29	1	Medium-quality
F5331_bin_51	66.67	0	37	19	0	Medium-quality
QHF6-unmapped_bin_756	66.67	0	170	28	0	Medium-quality
S76806B_bin_15	66.67	2.26	507	25	1	Medium-quality
F4701_bin_20	66.68	0	229	34	1	Medium-quality
F5122_bin_3	66.68	2.1	88	21	0	Medium-quality
F5560_bin_41	66.69	3.45	672	10	0	Medium-quality
QHF6-unmapped_bin_216	66.7	0.54	86	20	0	Medium-quality
Duroc.SH-FCR.LM2_bin_3	66.71	1.8	836	2	0	Medium-quality
F4890_bin_28	66.71	3.93	235	13	0	Medium-quality
S58506A_bin_34	66.71	1.4	311	41	2	Medium-quality
F4840_bin_63	66.73	4.53	245	27	0	Medium-quality
F5141_bin_53	66.73	0.74	382	26	0	Medium-quality
Duroc-Low7_bin_40	66.74	3.16	511	20	0	Medium-quality
Duroc.SH-FCR.HM1_bin_12	66.75	2.47	288	33	0	Medium-quality
S60108B_bin_38	66.75	1.67	505	22	0	Medium-quality
Boar-s4_bin_22	66.77	2.5	295	31	3	Medium-quality
F4580_bin_30	66.77	2.85	784	34	1	Medium-quality
LW1-s151246_bin_25	66.83	4.21	621	25	3	Medium-quality
F4596_bin_60	66.84	2.25	66	19	0	Medium-quality
F5084_bin_28	66.84	2.19	400	24	0	Medium-quality
F5359_bin_19	66.84	2.38	357	30	3	Medium-quality
Tibetan-s1400-32M_bin_11	66.85	1.75	341	25	1	Medium-quality
F5143_bin_17	66.87	1.68	271	13	0	Medium-quality
W5021_bin_9	66.88	2.51	107	22	1	Medium-quality
F5138_bin_45	66.89	1.44	379	28	0	Medium-quality
S124310A_bin_30	66.89	3.42	511	10	1	Medium-quality
F5635_bin_50	66.9	3.69	82	18	1	Medium-quality
F4286_bin_20	66.91	1.32	221	16	0	Medium-quality
QHF6-unmapped_bin_371	66.92	4.36	253	17	0	Medium-quality
QHF6-unmapped_bin_291	66.96	0.34	120	9	0	Medium-quality
S6202B_bin_45	66.97	0.5	285	22	0	Medium-quality
S124310A_bin_4	66.98	0.23	328	6	0	Medium-quality
S114106A_bin_24	66.99	3.36	356	25	3	Medium-quality
Tibetan-s3800-12F_bin_10	67.01	1.21	180	20	0	Medium-quality
Duroc-Low4_bin_50	67.02	1.28	198	34	3	Medium-quality
Duroc-Low6_bin_40	67.02	4.08	285	8	0	Medium-quality
QHF6-unmapped_bin_99	67.02	4.05	353	25	0	Medium-quality
C5039_bin_12	67.04	1.72	436	15	0	Medium-quality
F5629_bin_19	67.04	4.97	910	9	1	Medium-quality
F5570_bin_41	67.05	3.75	128	14	0	Medium-quality
S38902B_bin_9	67.05	0.13	401	19	2	Medium-quality
S46608A_bin_14	67.05	0.22	98	31	11	Medium-quality
Boar-s8_bin_14	67.06	4.36	516	14	0	Medium-quality
F5455_bin_50	67.07	3.93	478	11	0	Medium-quality
LW2-s127592_bin_14	67.08	1.07	304	39	1	Medium-quality
F5608_bin_43	67.1	2.54	331	22	0	Medium-quality
BL-unmapped_bin_201	67.11	1.01	79	15	0	Medium-quality
F5500_bin_8	67.11	1.19	293	17	0	Medium-quality
LW2-s127153_bin_33	67.12	0	487	32	0	Medium-quality
S127912A_bin_25	67.12	2.26	386	16	0	Medium-quality
F5511_bin_2	67.13	1.75	363	29	1	Medium-quality
F5633_bin_33	67.13	0.53	549	25	0	Medium-quality
S95008B_bin_54	67.17	1.91	403	11	0	Medium-quality
S124310A_bin_43	67.19	2.17	472	17	0	Medium-quality
Tibetan-s1400-30F_bin_16	67.19	0.2	188	29	0	Medium-quality
F5399_bin_43	67.2	2.23	406	11	1	Medium-quality
QHF6-unmapped_bin_88	67.2	0	67	16	0	Medium-quality
QHF6-unmapped_bin_93	67.2	1.61	111	17	0	Medium-quality
S64110B_bin_5	67.21	0.71	373	23	3	Medium-quality
F5457_bin_33	67.22	1.64	480	18	0	Medium-quality
QHF6-unmapped_bin_383	67.23	0.34	158	12	0	Medium-quality
F5302_bin_15	67.24	0	413	27	1	Medium-quality
F5302_bin_48	67.24	0	144	30	0	Medium-quality
S50506B_bin_28	67.24	0	464	19	0	Medium-quality
F5157_bin_6	67.25	0	274	15	0	Medium-quality
F5122_bin_8	67.26	1.4	299	25	15	Medium-quality
S60108A_bin_22	67.26	0.81	466	12	1	Medium-quality
F4665_bin_20	67.27	0	350	22	0	Medium-quality
F4952_bin_4	67.27	0	551	15	1	Medium-quality
F5434_bin_1	67.27	0	388	14	0	Medium-quality
Tibetan-s1400-55F_bin_18	67.27	0	368	37	0	Medium-quality
Tibetan-s3480-25M_bin_7	67.27	2.73	329	31	1	Medium-quality
F5347_bin_38	67.29	0.67	120	24	0	Medium-quality
F4556_bin_57	67.3	0	307	23	1	Medium-quality
F4981_bin_58	67.3	2.85	447	21	0	Medium-quality
F5298_bin_5	67.3	0.58	319	12	0	Medium-quality
F5380_bin_26	67.3	1.23	314	16	0	Medium-quality
F5642_bin_36	67.3	4.18	630	21	1	Medium-quality
QHF6-unmapped_bin_240	67.32	0	77	19	1	Medium-quality
QHF6-unmapped_bin_517	67.32	1.28	100	17	0	Medium-quality
F4961_bin_45	67.33	2.02	432	22	1	Medium-quality
S28902A_bin_10	67.33	1.9	339	17	0	Medium-quality
F4390_bin_29	67.34	0.12	465	19	0	Medium-quality
F4563_bin_18	67.36	3.59	336	24	0	Medium-quality
F4580_bin_28	67.37	1.05	416	29	1	Medium-quality
S76806B_bin_5	67.38	2.57	397	20	1	Medium-quality
F4706_bin_2	67.41	2.2	131	27	0	Medium-quality
F4962_bin_15	67.41	2.68	386	21	1	Medium-quality
F5122_bin_12	67.41	2.35	375	25	0	Medium-quality
F4948_bin_7	67.42	1.88	1267	18	1	Medium-quality
